claim_id,patent_application_id,cited_document_id,text,text_b,label,_date,_row_id,_component_id,_supercomponent_id,_priority_component_id
188529_0,EP3235450A1,EP2742872,An apparatus the apparatus comprising a a body assembly b a shaft extending distally from the body assembly c an end effector attached to the shaft wherein the end effector comprises i a jaw ii an anvil pivotable from an open position to a closed position relative to the jaw iii a knife member configured to translate relative to the anvil in order to sever tissue and iv a wedge sled configured to translate with the knife member andd a cartridge defining a longitudinal channel wherein the knife member is configured to translate within the longitudinal channel wherein the cartridge comprises i a deck comprising an upper surface facing toward the anvil in the closed position ii a plurality of staple pockets iii a plurality of staples located within the plurality of staple pockets the wedge sled is operable to drive the plurality of staples out of the plurality of staple pockets iv a buttress assembly wherein a first portion of the buttress assembly is positioned on top of the deck wherein a second portion of the buttress assembly is positioned within the longitudinal channel and v a folding sled configured to translate within the longitudinal channel to move the second portion of the buttress assembly to a position that is above the deck.,With reference to FIG.2 cartridge buttress 500a of staple cartridge assembly 200 is operatively secured to a tissue contacting surface 220 of staple cartridge 32.Cartridge buttress 500a has a first longitudinal portion 510 a second longitudinal portion 512 and a middle longitudinal portion 514 between the first and second longitudinal portions 510 512.The middle longitudinal portion 514 is folded and contoured to fit firmly within a central longitudinal slot 238 of staple cartridge.In this embodiment the first and second longitudinal portions 510 512 remain atop the tissue contacting surface 220 of staple cartridge.The middle longitudinal portion 514 is substantially Vshaped or Ushaped such that a longitudinal gap exists along the plane defined by the first and second longitudinal portions 510 512.Stated differently cartridge buttress 500a includes a first condition wherein cartridge buttress 500a is substantially planarand a second condition wherein the planar cartridge buttress 500a is folded along its longitudinal axis to define a middle longitudinal portion 514 that is substantially Vshaped so as to define a central longitudinally extending tab or fin.The buttress could be molded in or pressed into this shape using heat andor pressure.,0,2017-10-25,pm_row_0024101,component_001213,supercomponent_000248,pc_60fd5eefefaa
211047_0,EP3264525A1,EP2083472,The mobile device of any one of claims 68 wherein the first parasitic scattering element and the second parasitic scattering element each comprise a capacitive component comprising one or more capacitors configured to be tunable to match a corresponding impedance of the first antenna element and the second antenna element suppress the mutual coupling between the first antenna element and the second antenna element and change a radiation pattern derived from the first antenna element and the second antenna element.,As shown in FIG.9 the antenna isolation elements may have termination points such as termination points 98.Lshaped conductive elements such as elements 100 may have lengths L that are selected to provide isolation between antennas 56 and 64 and between antenna 60 and antennas 56 and 64.Antennas 56 and 64 may have antenna resonating elements 104 that are connected to ground plane 66 at points 102.Antenna 60 may have an antenna resonating element such as resonating element 108 that is connected to ground plane 66 at point 106.,0,2018-01-03,pm_row_0024105,component_000958,supercomponent_000495,pc_4702451400e8
125901_0,EP3192457A1,EP2311386,A surgical stapling apparatus for stapling tissue comprising a staple cartridge comprising a cartridge body comprising a proximal end a distal end a deck comprising a tissuesupporting surface and a plurality of staple cavities a plurality of staples removably stored in said staple cavities and a firing member movable from a proximal position toward a distal position to eject said staples from said staple cavities an anvil configured to deform said staples a layer positioned against said anvil wherein said staples are configured to implant said layer against the tissue when said staples are ejected from said staple cavities wherein said layer comprises a layer retainer positioned intermediate said firing member and said cartridge body when said firing member is in said proximal position and wherein said layer retainer is released when said firing member is moved toward said distal position.,Additionally as drive bar 150 approaches the distalmost position drive bar 150 andor knife blade 156 engage a suture cutting assembly or suture release assembly as described in U.S.Patent Application Serial No.12342400 filed on December 23 2008,0,2017-07-19,pm_row_0024108,component_001072,supercomponent_000441,pc_290a4a0fbbac
211337_1,EP3211213A1,EP1646103,The energy storage device of any of claims 15 further comprising a locking mechanism configured to hold the energy storage device in a receiving port.,The packed battery of the embodiment is extremely thin and thus the battery pack 16 may be incorporated in a case of the starting device but in this embodiment the battery is detachably accommodated in the switch box 17 mounted on the steering wheel of the working machine as will be described later.Thus as shown in Fig.2 the various electric devices of the engine 10 and the battery pack 16 are connected through a plurality of lead wires connected to first and second connectors 19a and 19b of a connector 19.Fig.3 shows the part of theconnection circuit schematically.,1,2017-08-30,pm_row_0024150,component_000130,supercomponent_000725,pc_764c24906d33
185995_1,EP3235450A1,EP2764827,The apparatus of any of claims 1 to 13 wherein the anvil comprises an underside configured to face the deck when the anvil is in the closed position wherein the anvil include a buttress assembly attached to the underside.,Referring primarily to FIGS.7375 the layer of material 5658 can include a reinforcement feature 5670 which can extend along at least a portion of the length of the layer of material 5658.The reinforcement feature 5670 can extend from theproximal end of the second jaw 5602 to the distal end of the second jaw 5602 for example.The reinforcement feature 5670 can be integrally molded with the layer of material 5658 for example.In various embodiments the reinforcement feature 5670 can be a folded portion of the layer of material 5658.For example the layer of material 5658 can be creased crimped andor folded over itself to form a thicker portion which can form the reinforcement feature 5670.Referring primarily to FIGS.74 and 75 the reinforcement feature 5670 can be crimped into a Vshape and can include a pointed tip 5672 for example.In various embodiments the reinforcement feature 5670 can reinforce support andor rigidify the layer of material 5658.In some embodiments the reinforcement feature 5670 can be configured to bend along the tip 5672 thereof to resist a lateral force applied along the edge of the layer of material 5658 such that the layer of material 5658 remains positioned on the cartridge body 5450.For example when the cutting edge 5436 FIGS.65 and 66 traverses the layer of material 5658 during the firing stroke the reinforcement feature 5670 can prevent andor limit shifting andor buckling of the layer of material 5658 relative to the cartridge body 5450.Further the reinforcement feature 5670 can engage tissue clamped between the first jaw and the second jaw 5602 of the end effector assembly 5600.For example the reinforcement feature 5670 can prevent andor limiting shifting of the clamped tissue relative to the cartridge body 5450.The pointed tip 5672 can engage the tissue and can hold the tissue in place relative to the layer of material 5658 during the firing stroke for example.In various embodiments the layer of material 5658 can include multiple reinforcement features 5670 which can extend along at least a portion of the length of the layer of material 5658.The reinforcement features 5670 can be parallel for example and can extend on either side or both sides of the ridge 5660 for example.,1,2017-10-25,pm_row_0024155,component_001213,supercomponent_000248,pc_60fd5eefefaa
175097_1,EP3162302A1,EP3072455,A surgical stapler end effector assembly the end effector assembly comprising a a lower jaw b an anvil wherein the anvil is movable from an open position toward the lower jaw to reach a closed position wherein the anvil includes an underside having a staple forming surface and c a buttress assembly secured to the underside of the anvil wherein the buttress assembly comprises i a buttress body ii a first adhesive layer laid over the buttress body wherein the first adhesive layer is formed of a first adhesive material and iii a second adhesive layer laid over the first adhesive layer such that the first adhesive layer is interposed between the second adhesive layer and the buttress body wherein the second adhesive layer is formed of a second adhesive material wherein the second adhesive material is different from the first adhesive material.,In some instances it may be desirable to combine a flowable i.e.low viscosity adhesive material with buttress body 102 in addition to or as an alternative to having one or more adhesive layers 104 106 on upper or lower surfaces of buttress body 102 to removably secure buttress assembly 100 to deck 73 of staple cartridge 70 or underside 65 of anvil 60.One merely illustrative example of a composition that may be used to provide a flowable adhesive material is a 5050 copolymer of caprolactone and glycolide PCLPGA.,1,2017-05-03,pm_row_0024196,component_001213,supercomponent_000248,pc_60fd5eefefaa
133288_1,EP3192457A1,EP2764826,A surgical stapling apparatus for stapling tissue comprising a staple cartridge comprising a cartridge body comprising a proximal end a distal end a deck comprising a tissuesupporting surface and a plurality of staple cavities a plurality of staples removably stored in said staple cavities and a firing member movable from a proximal position toward a distal position to eject said staples from said staple cavities an anvil configured to deform said staples a layer positioned against said anvil wherein said staples are configured to implant said layer against the tissue when said staples are ejected from said staple cavities wherein said layer comprises a layer retainer positioned intermediate said firing member and said cartridge body when said firing member is in said proximal position and wherein said layer retainer is released when said firing member is moved toward said distal position.,In use the staple cartridge assembly 2400 shown in FIG.182 can be inserted into a staple cartridge channel of an end effector of a surgical stapler.Then an anvil of the end effector can be closed against the anvilattachable layer 2414.The anvilattachable layer 2414 can be arranged on the staple cartridge body 2402 such that the layer 2414 is properly aligned with the anvil when the staple cartridge assembly 2400 is inserted into the staple cartridge channel 2400 and the anvil is then closed.In various embodiments an anvilfacing surface 2415 of the anvilattachable layer 2414 can include an adhesive that can adhere to a surface of the anvil andor one or more attachment features that engage the anvil to attach the anvilattachable layer 2414 to the anvil.For example the anvilfacing surface 2415 can include one or more protrusions extending therefrom that can engage a knife slot of the anvil.After the anvilattachable layer 2414 has been attached to the anvil the anvil can be returned to an open position with the anvilattachable layer 2414 attached thereto.The portion of the anvilattachable layer 2414 attached to the anvil can pivot about the proximal end 2416 of the layer 2414 that is attached to the staple cartridge body 2402 to enable the layer 2414 to move with the anvil.Now the surgical stapler can comprise a staple cartridge layer 2412 aligned on the staple cartridge body 2402 and the anvilattachable layer 2414 attached to and aligned with the anvil.,1,2017-07-19,pm_row_0024197,component_001072,supercomponent_000441,pc_290a4a0fbbac
131287_1,EP3185339A1,EP2546905,An electrode assembly comprising a first electrode plate having a first electrode active material layer and a first electrode uncoated portion a second electrode plate having a second electrode active material layer and a second electrode uncoated portion and a separator between the first electrode plate and the second electrode plate wherein a ceramic layer having a smaller thickness than the first electrode active material layer is on the first electrode uncoated portion.,The first electrode the second electrode and the separator in the electrode assembly may be wound.,1,2017-06-28,pm_row_0024200,component_000108,supercomponent_001228,pc_6fb8a184cf28
123246_0,EP3185339A1,EP2048734,An electrode assembly according to claim 1 wherein the ceramic layer is formed to extend from the first electrode uncoated portion to a portion of the first electrode active material layer.,The ceramic filler forming the ceramic layer is made of at least one of alumina Al2O3 silica SiO2 zirconium oxide ZrO2 and titanium oxide BaTiO3 TiO2.The ceramic filler can have a spherical shape a dumbbell shape an oval shape or an amorphous shape.The particle size of the ceramic filler can be 0.1 m to 0.7 m.Furthermore the thickness of the ceramic layer ranges from 1 m to 40 m preferably 1 m to 30 m and pore size ranges from 40 nm to 200 nm.,0,2017-06-28,pm_row_0024212,component_000108,supercomponent_001228,pc_6fb8a184cf28
188485_0,EP3235450A1,EP1064883,The apparatus of claim 1 wherein the end effector further comprises a wedge sled configured to actuate with the knife member wherein the cartridge further comprises a plurality of staple pockets and a plurality of staples located within the plurality of staple pockets wherein the wedge sled is configured to drive the plurality of staples though the plurality of staple pockets.,After the tissue segments are clamped between the jaw members stapler 10 is fired by advancing firing knob 42 to activate the pusher block and knife blade assembly 30.The firing wedges 32 advance distally through the staple cartridge 50 into engagement with staple drivers to sequentially drive staples 51 through the openings 53 in two pairs of spaced apart parallel lines of staples.The staples 51 contact a corresponding staple forming pocket associated with anvil section 60 to form generally a Bshaped configuration or a flat configuration staple.Referring to FIG.4 the formed staples extend through the tissue sections 70 and 72 and the strips of foam material 52.At the same time knifeblade 34 is distally advanced through a longitudinal slot formed in anvil section 60 and staple cartridge 50 to cut the tissue sections gripped between the jaw sections between the two pairs of spaced apart parallel lines of staples.,0,2017-10-25,pm_row_0024216,component_001213,supercomponent_000248,pc_60fd5eefefaa
185499_1,EP3231375A1,EP3064152,The surgical instrument of claim 1 wherein the occurrence of the first predefined event comprises at least one of the following an amplitude of a closing force signal exceeding a predetermined threshold and a slope of a curve representative of the closing force signal exceeding a second predetermined threshold.,When a threshold is exceeded the clinician can be notified.This can be based on a feedback system.In certain instances the feedback system may comprise one or more visual feedback systems such as display screens backlights andor LEDs for example.In certain instances the feedback system may comprise one or more audio feedback systems such as speakers andor buzzers for example.In certain instances the feedback system may comprise one or more haptic feedback systems for example.In certain instances the feedback system may comprise combinations of visual audio andor tactile feedback systems for example.Such feedback can serve to alert or warn the clinician.,1,2017-10-18,pm_row_0024224,component_000617,supercomponent_000427,pc_3096e181f8d0
203095_1,EP3264525A1,EP2515379,The mobile device of any one of claims 69 wherein the first parasitic scattering element and the second parasitic scattering element are further configured to generate a first current path along the ground plane of the chassis and through the first parasitic scattering element and the second parasitic scattering element in conjunction with a second current path through along the ground plane between the first antenna element and the second antenna element each comprising a monopole antenna or other antenna configured to excite a dipole mode.,In Fig.4b the horizontal axis represents the frequency GHz and the vertical axis represents the antenna efficiency dB.The waveform a represents the antenna efficiency of the main antenna the antenna unit 10 in the case of no nonfeed element stub.The waveform b represents the antenna efficiency of the sub antenna the antenna unit 20 in the case of no nonfeed element stub.The waveform c represents the antenna efficiency of the main antenna with the ground point of the nonfeed element taken to be at the 27 mm position.The waveform d represents the antenna efficiency of the sub antenna with the ground point of the nonfeed element taken to be at the 27 mm position.The waveform e represents the antenna efficiency of the main antenna with the ground point of the nonfeed element taken to be at the 37 mm position.The waveform f represents the antenna efficiency of the sub antenna with the ground point of the nonfeed element taken to be at the 37 mm position.These graphs demonstrate that even in cases of using a nonfeed element with respect to antenna efficiency cases where the antenna efficiency is good and cases where it is bad are possible depending on the position of the ground point.,1,2018-01-03,pm_row_0024238,component_000958,supercomponent_000495,pc_4702451400e8
118549_1,EP3155994A1,EP1484011,The catheter of claim 1 wherein the strut comprises a shape memory material.,In the depicted embodiment the mapping assembly 18 comprises five spines 14.Each spine 14 has a proximal end attached at the distal end of the catheter body 12 and a free distal end i.e.the distal end is not attached to any of the other spines to the catheter body or to any other structure that confines movement of the distal end.Each spine 14 contains a support arm 24 comprising a metal or plastic material that has shape memory such that the support arm 24 forms an initial shape when no external forces are applied forms a deflected shape when an external force is applied and returns to its initial shape when the external force is released.In a preferred embodiment the support arm 24 comprises a superelastic material for example a nickeltitanium alloy such as nitinol.Each spine 14 also comprises a nonconductive covering 26 in surrounding relation to the support arm 24.In a preferred embodiment the nonconductive covering 26 comprises a biocompatible plastic tubing such as a polyurethane or polyimide tubing.,1,2017-04-19,pm_row_0024245,component_000457,supercomponent_001013,pc_67d52dfc1fac
185561_1,EP3232643A1,EP1233570,The method of claim 7 wherein the computer program is a computer program product comprising a computerreadable medium bearing computer program code embodied therein for use with a computer.,In order to exchange the identification key or PIN value during the initial communications session a secure connection 237 is established via WTLS on a WAP bearer.The security at this level is managed by the respective WTLS managers 231 and 243 and their respective interfaces 232ab and 244ab to the corresponding WAP stacks 230 and 245 respectively.,1,2017-10-18,pm_row_0024256,component_001219,supercomponent_000250,pc_f84ac3d19a4d
111218_0,EP3155994A1,EP2540245,The catheter of claim 10 wherein the second region is curved in an opposite direction from the first region so that a second end of the second region flares radially outward from a longitudinal axis of the catheter body.,The configuration of the electrodebearing portion of the distal assembly is generally curved or circular including a helical form or a crescent shape for mapping andor ablating tubular regions such as a PV ostium.The helical form is tapered either expanding in radius or decreasing in radius along its spiral.A support member with shape memory provides the desired configuration in the distal assembly and its flexibility can vary along its length.For example the helical form may be stiffer in the proximal portion for withstanding load and more flexible in the distal portion for easier contraction.Such variable stiffness can be accomplished by varying the thickness of the support member such as having a thicker proximal portion and a thinner distal portion.,0,2017-04-19,pm_row_0024301,component_000457,supercomponent_001013,pc_67d52dfc1fac
198694_1,EP3223114A1,EP2846330,The method of claim 1 further comprising determining an overhead time associated with a termination of the energy savings mode and terminating the energy savings mode at the conclusion of the zeroforce interval less the overhead time.,A haptic effect developer can author a haptic effect for the device and the device can be configured to output the haptic effect.Alternately a device can receive input such as audio input or video input can convert the input into a haptic effect and can output the haptic effect.In either scenario different types of hardware can be capable of generating different types of haptic effects due to different hardware characteristics.For example different types of actuators such as eccentric rotating mass motor actuators linear resonant actuators and piezoelectric actuators are capable of generating different types of haptic effects due to different electromechanical characteristics of the different actuators.In general a haptic effect developer that wishes to author a haptic effect for a specific type of hardware is required to tailor the haptic effect for the specific hardware.If the haptic effect developer wishes to support multiple hardware types the haptic effect developer generally has to author different haptic effects in order to provide an optimal haptic experience for each hardware type.This can result in additional design time and effort involved with authoring haptic effects.,1,2017-09-27,pm_row_0024320,component_001031,supercomponent_000317,pc_92bbe0bad3c4
210251_1,EP3208690A1,EP2778845,The method of claim 1 further comprising identifying the source of the haptic effects.,The parasitic vibration may comprise a vibration associated with the normal operation of the device.For example the device may comprise an electric razor a kitchen appliance or piece of industrial equipment.Thus the parasitic vibration may be generated by a motor or other component on the device.In such case the haptic effect may be associated with controlling this motor or component e.g.briefly stopping or slowing its operation and thus generating a perceptible haptic effect by stopping or slowing the parasitic vibration.For example a housing of the device may comprise a magnetorheological fluid which changes viscosity when a magnetic field is applied.The magnetorheological fluid may comprise a mechanical coupling between the component and the housing or between a part of the housing touched or held by the user and another part of the housing to which the component is mechanically coupled e.g.mounted.Thus a magnetic field may be applied to vary the strength of the parasitic vibration.The user may detect this change in the parasitic vibration as a haptic effect.In another embodiment the device may comprise one or more e.g.adjustable air sacs or shock absorbers that are used to vary the strength of the parasitic vibration and thus output a detectible haptic effect.,1,2017-08-23,pm_row_0024354,component_001026,supercomponent_000317,pc_92bbe0bad3c4
221489_0,EP3211213A1,EP2160937,The lawn mower of any of claims 89 wherein the internal combustion engine is attached to the deck.,The battery 30 is located in a generally centralized location on the frame 12 above the tilling implement 22 and intermediate of the wheels 14.In this way the center of gravity of the battery 30 can be efficiently managed by an operator with the tillingimplement 22 and the resultant stance of the wheels 14.The battery 30 can also be located elsewhere on the tiller 10.,0,2017-08-30,pm_row_0024358,component_000130,supercomponent_000725,pc_764c24906d33
144652_1,EP3174314A1,EP2458674,Hearing aid according to any of the preceding claims wherein a layer of the polarization element is placed on the hearing aid shell.,The in the ear canal type of hearing aid will have an elongated housing shaped to fit in the ear canal.The longitudinal axis of this type of hearing aid is then parallel to the ear axis.The behind the ear type of hearing aid will typically also have an elongated housing most often shaped as a banana to rest on top of the auricle of the ear.The housing of this type of hearing aid will thus have a longitudinal axis parallel to the surface of the head of the user.,1,2017-05-31,pm_row_0024378,component_001136,supercomponent_000211,pc_87aef9379c24
144651_1,EP3174314A1,EP2458674,Hearing aid according to the preceding claim wherein the hearing aid shell comprises an inner surface having an area and wherein the polarization element covers more than 50 of the area of the inner surface of the hearing aid shell.,For example behindtheear hearing aid housings typically accommodate primary antenna elements positioned with their longitudinal direction in parallel to the longitudinal direction of the banana shaped behindtheear hearing aid housing on one side of the hearing aid while intheear hearing aids typically have been provided with patch antennas positioned on the face plate of the hearing aids.,1,2017-05-31,pm_row_0024387,component_001136,supercomponent_000211,pc_87aef9379c24
188481_0,EP3235450A1,EP2742872,An apparatus the apparatus comprising a a body assembly b a shaft extending distally from the body assembly c an end effector attached to the shaft wherein the end effector comprises i a jaw ii an anvil pivotable from an open position to a closed position relative to the jaw and iii a knife member configured to translate relative to the anvil in order to sever tissue and d a cartridge defining a longitudinal channel wherein the knife member is configured to translate within the longitudinal channel wherein the cartridge comprises i a deck comprising an upper surface facing toward the anvil ii a buttress assembly wherein a first portion of the buttress assembly is positioned on top of the deck wherein a second portion of the buttress assembly is positioned within the longitudinal channel and iii a folding sled configured to translate within the longitudinal channel to move the second portion of the buttress assembly to a position that is above the deck in response to actuation of the knife member.,With reference to FIG.3 and similar to cartridge buttress 500a anvil buttress 500b is operatively secured to a tissue contacting surface 320 of anvil plate 302 of anvil assembly 300.Anvil buttress 500b is folded and contoured such that the middle portion 514 is positioned firmly within the central longitudinal slot 338 of anvil plate 302.First and second longitudinal portions 510 512 of anvil plate 302 remain atop the tissue contacting surface 320 of anvil plate 302.Stated differently anvil buttress 500b includes a first condition wherein anvil buttress 500b is substantially planar and a second condition wherein the planar anvil buttress 500b is folded along its longitudinal axis to define a middle longitudinal portion 514 that is substantially Vshaped so as to define a central longitudinally extending tab or fin.,0,2017-10-25,pm_row_0024406,component_001213,supercomponent_000248,pc_60fd5eefefaa
185554_1,EP3232643A1,EP1233570,The method of claim 1 wherein the remote destination 112 is a preconfiguration server configured to provide preconfiguration information for one or more subsequent shortrange communication sessions with the proximate wireless communications device 110.,In order to exchange the identification key or PIN value during the initial communications session a secure connection 237 is established via WTLS on a WAP bearer.The security at this level is managed by the respective WTLS managers 231 and 243 and their respective interfaces 232ab and 244ab to the corresponding WAP stacks 230 and 245 respectively.,1,2017-10-18,pm_row_0024435,component_001219,supercomponent_000250,pc_f84ac3d19a4d
203088_1,EP3264525A1,EP2515379,The system of any one of claims 12 wherein the first parasitic scattering element and the second parasitic scattering element each comprise a capacitive component or an inductive component of the ground planeconfigured to isolate the first antenna element and the second antenna element from one another within a same frequency range and comprises an electrical size that is about equal to a selfresonance.,Figs.4a and 4b are graphs representing the frequency characteristics of the correlation and the frequency characteristics of the antenna efficiency for both antennas in the antenna apparatus configuration illustrated in Fig.3.,1,2018-01-03,pm_row_0024472,component_000958,supercomponent_000495,pc_4702451400e8
140837_0,EP3174314A1,EP2827613,Hearing aid according to any of the preceding claims wherein the antenna is connected to the ground plane of the circuit board.,One aspect of the present subject matter includes hearing assistance device an enclosure including a faceplate and a shell attached to the faceplate and a conductive trace embedded in the shell.According to various embodiments the conductive trace is formed by constructing the shell of plastic including a photo conductive dopant laser printing the shell to activate the photo conductive dopant on the surface of the plastic to provide the conductive trace on an inside surface of the shell and plating the shell using an electroless process to increase the conductivity of the conductive trace.,0,2017-05-31,pm_row_0024491,component_001136,supercomponent_000211,pc_87aef9379c24
187897_0,EP3232643A1,EP1146692,A method for setting up a local service session in a shortrange wireless communication network the local service session enabling a wireless communication device 102 to utilize one or more services provided by a proximate wireless communications device 110 through wireless shortrange communication comprising sending by the wireless communications device 102 through a longrange wireless portion 222 a request for preconfiguration information over a longrange network 104 to a remote destination 112 the preconfiguration information enabling establishment of the local service session with the proximate wireless communications device 110 receiving by the wireless communications device 102 through the longrange wireless portion 222 from the remote destination 112 the requested preconfiguration information wherein the requested preconfiguration information includes one or more security keys for performing an authentication process with the proximate wireless communications device 110 over shortrange wireless communication to effect a security feature such as link encryption with the proximate wireless communications device performing by the wireless communications device 102 through a shortrange wireless portion 220 the authentication process for effecting the security feature with the proximate wireless communications device using the received one or more security keys for enabling establishment of the local service session with the proximate wireless communications device 110 over shortrange wireless communication and establishing by the wireless communications device 102 through the shortrange wireless portion 220 the local service session with the proximate wireless communications device 110 over the shortrange wireless communications after the authentication process thereby to enable the wireless communications device to utilize one or more services provided by the proximate wireless communications device through wireless shortrange communication.,If both of the authentications are successful i.e.if the mobile terminal knows the fixed PIN code of the PBU and the PBU knows the PIN code of the mobile terminal fetched from the data base then a link key can be createdbetween the mobile terminal and the PBU.The link key that is used in the exemplary implementation is the unit key of the Bluetooth transceiver of the mobile terminal.LMPunitkey messages here represented by the segments 92 and 94 are then exchanged between the mobile terminal and the PBU.,0,2017-10-18,pm_row_0024497,component_001219,supercomponent_000250,pc_f84ac3d19a4d
132617_1,EP3189790A1,EP2772206,The surgical instrument of any one of Claims 1011 wherein the computerreadable storage device is a memory.,In various forms each of the motors of the surgical instrument 10 is provided with a corresponding encoder that communicates with a microprocessor chip on the proximal circuit board 820.For example the articulation control motor 402 has an encoder 404 operably coupled thereto that communicates with the proximal circuit board 820.The firing or transection motor 530 has an encoder 534 operably coupled thereto that communicates with the proximal circuit board 820.The end effector rotation or distal roll motor 560 has an encoder 564 operably coupled thereto that communicates with the proximal circuit board 820.The shaft rotation orproximal roll motor 610 has an encoder 614 operably coupled thereto that communicates with the proximal circuit board 820.The encoders serve to provide the corresponding microprocessor chips with feedback regarding the number of rotations and direction of rotation for each of the motors.In some forms in addition to the encoders the rotation drive assembly 570 employs sensor arrangements to track the rotation of the various shaft segments.For example as can be seen in FIGS.15 28 and 29 the articulation drive pulley 417 has a first articulation sensor 419 mounted thereto that is adapted to be detected by a second articulation sensor 421 which comprises for example a hall effect sensor that is mounted to the distal circuit board 810.The first and second articulation sensors 419 421 serve to provide an additional means of feedback for tracking the rotatable position of the proximal articulation shaft 420.Likewise the distal roll pulley 575 of the rotation drive assembly 570 has a first distal roll sensor 580 mounted thereto that is adapted to be detected by a second distal roll sensor 582 that is mounted to the distal circuit board 810.See FIGS.24 28 and 29.The first and second distal roll sensors 580 582 serve to provide an additional means of feedback for tracking the rotatable position of the proximal rotation shaft segment 552.In addition the pulley 632 of the proximal roll drive assembly 620 has a first proximal roll sensor 634 that is adapted to be detected by a second proximal roll sensor 636 mounted to the distal circuit board 810.See FIGS.26 28 and 29.The first and second proximal roll sensors 634 636 serve to provide an additional means of feedback for tracking the rotatable position of the proximal outer shaft segment 602.,1,2017-07-12,pm_row_0024522,component_000617,supercomponent_000427,pc_3096e181f8d0
124699_0,EP3189790A1,EP2044890,The surgical instrument of Claim 1 wherein the computerreadable storage device is a memory.,The speed calculator 422 may also be coupled to a second voltage sensor not explicitly shown for determining the voltage within the power source 400 thereby calculating the power draw directly from the source.In addition the change in currentover time dldt can be monitored to detect quick spikes in the measurements which correspond to a large increase in applied torque by the drive motor 200.Thus the current sensor 430 is used to determine the speed and the load of the drive motor 200.,0,2017-07-12,pm_row_0024646,component_000617,supercomponent_000427,pc_3096e181f8d0
172273_0,EP3195815A1,EP2324776,A method for detecting a successful deployment of a surgical fastener the method comprising activating a motor to move a firing rod of a surgical stapler thereby firing a surgical fastener measuring a first current draw waveform of the motor and comparing the first current draw waveform to a second current draw waveform obtained from test firing data stored in a memory of the surgical stapler to determine whether the surgical fastener is successfully deployed.,The intelligent drive unit 500 may also be configured to monitor a parameter of the input drive component 5310.For example an electric current driving one or more electric motors of the input drive component 5310 may be measured to e.g.determine a force e.g.a clamping force applied by thesurgical instrument 400.In this regard the intelligent drive unit 500 andor the console 100 may include a control unit or system such as e.g.that described in U.S.Patent Application Serial No.12430780,0,2017-07-26,pm_row_0024706,component_000520,supercomponent_000208,pc_1571c91b6fd8
211046_0,EP3264525A1,EP2083472,The mobile device of any one of claims 67 wherein the first parasitic scattering element and the second parasitic scattering element each comprise a capacitive component or an inductive component of the ground plane configured to isolate the first antenna element and the second antenna element from one another within a same frequency range and comprises an electrical size that is about equal to a selfresonance.,To enhance the capabilities of antennas 56 60 and 64 some or all of antennas 56 60 and 64 may operate in multiple communications bands.For example antennas 56 and 64 may be configured to handle communications at both 2.4 Hz and 5.1 GHz e.g.to handle additional WiFi bands.In this type of configuration radiofrequency transceiver 52 or an associated transceiver may be used to convey signals at 5.1 GHz to and from antennas 56 and 64 over communications paths such as transmission lines 70 and 72 in addition to the 2.4 GHz signals that are being conveyed between the antennas and transceiver 52.Antenna 60 may be a single band antenna or may be a multiband antenna.,0,2018-01-03,pm_row_0024709,component_000958,supercomponent_000495,pc_4702451400e8
174531_0,EP3162302A1,EP1064883,The end effector assembly of any one of claims 1 to 3 wherein the second adhesive material is one or more of more resistant to moisture than the first adhesive material and more resistant to temperature than the first adhesive material.,Additionally it may be desired for porous foams to be subsequently processed to avoid wicking of the adhesive into the interior of the foam.To prevent or minimizethe wicking of the releasable adhesive into the porous foam it is desirable to use seal the surface of the porous foam.There are many methods that can be employed to seal the surface.For example top coating the foam with a low melting biocompatible material before applying the releasable adhesive.Alternatively the porous foam could be top coated with a film layer.Further the porous foam could be treated with a solvent solution to collapse the external layer of pores and form a skin.A similar effect could be achieved by applying a hot surface to the porous foam to substantially reduce the porosity of the surface of the foam.,0,2017-05-03,pm_row_0024714,component_001213,supercomponent_000248,pc_60fd5eefefaa
118551_1,EP3155994A1,EP1484011,The catheter of claim 4 wherein each spine comprises a strut having a varying cross sectional area.,If desired the catheter may include a steering mechanism for deflection of the distal end of the catheter body 12.With such a design the distal end of the catheter body 12 preferably comprises a short length of tubing e.g.50mm to 100mm 2 to 4 inches in length that is more flexible than the remainder of the catheter body 12.A suitable steering mechanism comprises a puller wire not shown that extends from a proximal end in the control handle 16 through the central lumen 15 in the catheter body 12 and into an off axis lumen in the short length of tubing.Within the catheter body 12 the puller wire extends through a closely wound coil that is bendable but substantially noncompressible.The coil is fixed near the proximal and distal ends of the catheter body 12 and prevents deflection of the catheter body 12.The distal end of the puller wire is anchored at the distal end of the short length of tubing in the off axis lumen.The proximal end of the puller wire is anchored to a movable member in the handle 16 that can be moved relative to the catheter body 12.Proximal movement of the movable member relative to the catheter body 12 results in deflection of the short length of tubing.An example of such a steering mechanism and construction is described in more detail in U.S.Patent No.6064905 the disclosure of which is incorporated herein by reference.When incorporating a steering mechanism into the inventive catheter 10 it may be desirable to include a location sensor at the distal end of the catheter body 12.As would be recognized by one skilled in the art of a slurring mechanism is not including the handle 16 can be eliminated although it is described to maintain the handle for ease of use by the cardiologist.,1,2017-04-19,pm_row_0024736,component_000457,supercomponent_001013,pc_67d52dfc1fac
